name,location,rating,votes,cost_for_two,online_order,book_table,rest_type,primary_cuisine,price_range
BTDT? Been There Done That,Indiranagar,4.3,962,1300.0,No,Yes,"Bar, Casual Dining",European,Luxury
SantÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Spa Cuisine,Indiranagar,4.9,246,1000.0,No,Yes,Casual Dining,Healthy Food,Luxury
Rajdhani Thali Restaurant,Indiranagar,4.0,1137,,No,No,Casual Dining,Unknown,Medium
Little Italy,Indiranagar,4.2,3307,1400.0,Yes,Yes,Casual Dining,Italian,Luxury
MISU,Indiranagar,4.4,266,1700.0,Yes,Yes,Casual Dining,Asian,Luxury
Mainland China,Indiranagar,4.4,1555,1700.0,Yes,Yes,Casual Dining,Chinese,Luxury
Tandoori Taal,Indiranagar,4.3,1799,900.0,Yes,Yes,Casual Dining,Biryani,Luxury
Dhaba - Estd 1986 Delhi,Indiranagar,4.4,1526,1500.0,Yes,Yes,"Casual Dining, Bar",North Indian,Luxury
Bricklane,Indiranagar,4.2,1658,1500.0,No,Yes,Casual Dining,Italian,Luxury
Urban Tamaasha,Indiranagar,4.1,886,1200.0,Yes,Yes,Casual Dining,North Indian,Luxury
Tippler,Indiranagar,4.2,2946,1300.0,No,Yes,Pub,Russian,Luxury
Monkey Bar,Indiranagar,4.3,3890,1400.0,Yes,No,Pub,American,Luxury
Bhartiya Jalpan,Indiranagar,4.1,1100,700.0,No,No,Casual Dining,North Indian,Luxury
Pasta Street,Indiranagar,4.5,1673,1300.0,Yes,Yes,Casual Dining,Italian,Luxury
Mamagoto,Indiranagar,4.4,2580,1600.0,Yes,Yes,Casual Dining,Asian,Luxury
Bologna,Indiranagar,4.5,769,1000.0,No,Yes,Casual Dining,Italian,Luxury
Ciclo Cafe,Indiranagar,4.3,1332,1000.0,Yes,No,"Cafe, Casual Dining",Cafe,Luxury
Nando's,Indiranagar,4.3,1240,1200.0,Yes,No,Casual Dining,Portuguese,Luxury
Phobidden Fruit,Indiranagar,4.4,2950,1100.0,No,No,Casual Dining,Vietnamese,Luxury
Lazy Suzy,Indiranagar,4.4,1262,1000.0,Yes,Yes,"Cafe, Bakery",Cafe,Luxury
Ministry of Food - Hilton Bangalore Embassy GolfLinks,Domlur,4.2,474,3000.0,No,Yes,Fine Dining,North Indian,Luxury
Lono,Indiranagar,4.2,242,1500.0,No,Yes,"Lounge, Casual Dining",Continental,Luxury
Oye Amritsar,Indiranagar,3.9,1489,600.0,Yes,Yes,Casual Dining,North Indian,High-End
The Humming Tree,Indiranagar,4.0,2432,2000.0,No,No,Lounge,Fast Food,Luxury
NH8,Indiranagar,4.1,2100,800.0,Yes,Yes,Casual Dining,Rajasthani,Luxury
Murphy's Brewhouse - The Paul Bangalore,Domlur,4.3,2039,1700.0,No,Yes,"Pub, Microbrewery",Continental,Luxury
Empire Restaurant,Indiranagar,4.1,8304,750.0,Yes,No,Casual Dining,North Indian,Luxury
Peacock,Indiranagar,4.0,863,1200.0,Yes,Yes,Casual Dining,North Indian,Luxury
Pot Biryani,Domlur,3.9,467,600.0,Yes,No,Casual Dining,North Indian,High-End
Southindies,Indiranagar,4.0,1230,800.0,No,Yes,Casual Dining,South Indian,Luxury
Nandhana Palace,Indiranagar,4.2,957,800.0,No,Yes,"Casual Dining, Bar",Andhra,Luxury
Haute,Indiranagar,4.5,117,1200.0,No,Yes,Casual Dining,Continental,Luxury
Loveshack,Domlur,4.0,1808,1600.0,No,Yes,"Lounge, Cafe",Continental,Luxury
Sanchez Taqueria & Cantina,Indiranagar,4.4,84,800.0,No,No,Casual Dining,Mexican,Luxury
Chai Days,Indiranagar,4.5,134,200.0,Yes,No,Cafe,Cafe,Budget
Swing,Indiranagar,3.8,205,1000.0,No,Yes,"Casual Dining, Bar",North Indian,Luxury
Plan B,Indiranagar,4.1,1699,1100.0,No,No,"Casual Dining, Pub",Continental,Luxury
Aaha Andhra,Indiranagar,4.2,823,900.0,No,No,Casual Dining,Andhra,Luxury
House Of Seitan,Indiranagar,4.0,38,700.0,Yes,No,Cafe,Healthy Food,Luxury
Forage,Indiranagar,4.2,215,1500.0,No,Yes,Casual Dining,Healthy Food,Luxury
Bean Flickers,Indiranagar,4.3,398,700.0,Yes,No,Cafe,Cafe,Luxury
Jonah's,Indiranagar,4.1,1857,1100.0,Yes,Yes,"Casual Dining, Bar",Italian,Luxury
Agent Jack's Bar,Indiranagar,4.1,597,1300.0,No,Yes,Bar,Continental,Luxury
Hangover,Indiranagar,4.0,1431,1500.0,Yes,Yes,"Bar, Casual Dining",Thai,Luxury
Chaipatty,Indiranagar,3.0,1275,,No,No,Cafe,Cafe,Medium
Sherlock's Pub,Indiranagar,4.0,739,1500.0,No,Yes,"Pub, Casual Dining",Continental,Luxury
Cup Chronicles Cafe,Indiranagar,3.9,58,450.0,Yes,Yes,Quick Bites,Continental,High-End
Anjappar,Indiranagar,3.8,777,650.0,No,No,Casual Dining,Chettinad,High-End
Tea Brew,Indiranagar,4.1,1157,500.0,Yes,No,"Cafe, Casual Dining",Cafe,High-End
Boozers Bar & Kitchen,Indiranagar,4.3,700,,No,No,"Bar, Casual Dining",Continental,Medium
Infinitea Tea Room & Tea Store,Indiranagar,4.3,771,1000.0,Yes,Yes,"Casual Dining, Cafe",Continental,Luxury
The Kebab Room - Restaurant & Brewery,Indiranagar,4.0,776,1000.0,No,Yes,"Casual Dining, Microbrewery",Mughlai,Luxury
Jimi's Beer Cafe,Indiranagar,3.9,822,1800.0,No,Yes,Bar,American,Luxury
Xtreme Sports Bar,Indiranagar,3.7,1118,1500.0,No,Yes,Lounge,Continental,Luxury
Waffle Magic,Indiranagar,4.2,592,700.0,No,No,Cafe,Cafe,Luxury
The Ants Cafe & Store,Indiranagar,3.9,1387,800.0,Yes,Yes,Cafe,Cafe,Luxury
Smally's Resto Cafe,Indiranagar,4.1,427,650.0,Yes,No,Cafe,Cafe,High-End
Pecos Stones,Indiranagar,4.2,1096,1100.0,No,Yes,"Pub, Casual Dining",Finger Food,Luxury
Zaica Dine & Wine,Indiranagar,4.0,1022,1200.0,Yes,Yes,Casual Dining,North Indian,Luxury
Copper Chimney,Indiranagar,4.2,98,1200.0,Yes,Yes,Casual Dining,North Indian,Luxury
Sidewalk Cafe & Bar - The Paul Bangalore,Domlur,4.2,217,1500.0,Yes,Yes,Casual Dining,European,Luxury
Vietnamese Kitchen,Indiranagar,4.1,537,800.0,Yes,Yes,Casual Dining,Chinese,Luxury
Fog City Cafe,Indiranagar,,0,500.0,Yes,No,Cafe,Italian,High-End
Shaap,Indiranagar,4.0,243,500.0,Yes,No,Casual Dining,Kerala,High-End
Bottle & Glass,Indiranagar,4.0,988,1400.0,No,Yes,"Bar, Casual Dining",Continental,Luxury
Vembanad - The Paul,Domlur,4.2,326,1800.0,No,Yes,Casual Dining,Seafood,Luxury
BabaYaga's,Indiranagar,4.0,244,1500.0,No,Yes,"Bar, Casual Dining",American,Luxury
Sriracha Robata & Contemporary Pan Asian Dining,Indiranagar,,0,1000.0,No,No,Casual Dining,Asian,Luxury
Cafe Braqa,Indiranagar,4.1,147,700.0,Yes,Yes,Cafe,Cafe,Luxury
Bootlegger,Indiranagar,4.1,604,1800.0,No,Yes,Lounge,Continental,Luxury
The Tiny Taproom,Indiranagar,3.5,13,800.0,No,No,"Bar, Casual Dining",South Indian,Luxury
Django,Indiranagar,4.0,220,800.0,Yes,Yes,Quick Bites,Beverages,Luxury
Tunday Kababi,Indiranagar,3.8,724,500.0,Yes,No,Casual Dining,Lucknowi,High-End
Blistering Barnacles,Indiranagar,3.9,1224,1200.0,No,Yes,Pub,Chinese,Luxury
The Hub & The Bar - Hotel Ramada Encore,Domlur,3.9,120,1700.0,No,No,"Casual Dining, Bar",North Indian,Luxury
KLINX - Hilton Bangalore Embassy GolfLinks,Domlur,4.2,211,2000.0,No,Yes,Bar,European,Luxury
Regulars Pub & Grub,Indiranagar,3.9,271,1300.0,No,Yes,"Pub, Casual Dining",Continental,Luxury
Bflat Bar,Indiranagar,3.9,856,1600.0,No,Yes,Lounge,North Indian,Luxury
Singh Saab,Indiranagar,3.7,244,800.0,Yes,No,Casual Dining,North Indian,Luxury
Tata Cha,Indiranagar,3.9,682,500.0,Yes,No,Cafe,Cafe,High-End
Fai Dang,Indiranagar,3.3,33,1100.0,No,No,Casual Dining,Asian,Luxury
AhimsaAmrit Green Cafe,Indiranagar,3.7,19,800.0,No,Yes,Casual Dining,Healthy Food,Luxury
Keto Kitchen,Indiranagar,3.1,22,500.0,Yes,No,"Takeaway, Delivery",Healthy Food,High-End
Little Orissa Restaurant,Indiranagar,3.9,351,450.0,Yes,No,Casual Dining,Oriya,High-End
New Punjabi Hotel,Indiranagar,3.7,125,300.0,No,No,Quick Bites,North Indian,Budget
The Paramount Hotel,Domlur,2.9,326,1000.0,Yes,No,Casual Dining,North Indian,Luxury
Salt Mango Tree,Indiranagar,4.2,255,800.0,Yes,Yes,Casual Dining,Kerala,Luxury
Andal Mess,Indiranagar,3.2,135,300.0,Yes,No,Mess,South Indian,Budget
Grubhouse,Indiranagar,4.1,338,800.0,Yes,No,"Casual Dining, Cafe",Cafe,Luxury
Just Khao Suey,Indiranagar,4.0,183,600.0,Yes,No,Casual Dining,Burmese,High-End
Just Eat,Indiranagar,3.5,18,500.0,Yes,No,Quick Bites,North Indian,High-End
Sri Udupi Food Hub,Domlur,,0,500.0,Yes,No,Casual Dining,South Indian,High-End
Treat,Indiranagar,3.9,553,800.0,Yes,No,Casual Dining,North Indian,Luxury
Snack House,Indiranagar,3.8,27,200.0,Yes,No,Quick Bites,Fast Food,Budget
Lahe Lahe Santhe,Indiranagar,3.8,20,300.0,No,No,Cafe,Cafe,Budget
Delite Chaat House,Indiranagar,4.0,454,300.0,Yes,No,Quick Bites,Street Food,Budget
Nandhini Paradise,Indiranagar,3.7,289,600.0,No,Yes,Casual Dining,North Indian,High-End
The Salt Grill - Hilton Bangalore Embassy Golflinks,Domlur,4.1,95,3000.0,No,Yes,Fine Dining,European,Luxury
Head O State,Indiranagar,3.8,200,1000.0,No,Yes,"Casual Dining, Bar",Continental,Luxury
Vinny's,Domlur,4.1,366,600.0,Yes,No,Casual Dining,Burger,High-End
D'Cafe,Domlur,3.8,18,500.0,Yes,No,Cafe,Cafe,High-End
Gobble Up Churros Cafe,Indiranagar,4.3,379,400.0,Yes,No,Dessert Parlor,Street Food,Medium
DVG Benne Dosa,Domlur,4.1,29,150.0,Yes,No,Quick Bites,South Indian,Budget
UBCR,Indiranagar,3.3,5,200.0,Yes,No,Quick Bites,Fast Food,Budget
Cita Pani,Indiranagar,3.9,56,350.0,Yes,Yes,Quick Bites,Biryani,Medium
The Velu's,Domlur,3.6,13,200.0,Yes,No,Kiosk,Fast Food,Budget
Chef Inn Regency,Domlur,3.3,4,,No,No,"Casual Dining, Bar",North Indian,Medium
eat.fit,Indiranagar,3.9,44,300.0,Yes,Yes,Quick Bites,Healthy Food,Budget
Kerala Pavilion,Domlur,3.9,307,300.0,Yes,No,Quick Bites,Kerala,Budget
iSpice Resto Cafe,Indiranagar,3.7,32,500.0,Yes,No,Quick Bites,North Indian,High-End
Namdhari's Salad Bar,Indiranagar,3.9,82,400.0,No,No,Quick Bites,Salad,Medium
Knight Riders,Domlur,2.4,25,1000.0,No,No,Bar,Chinese,Luxury
J's Cafe,Indiranagar,3.9,155,700.0,No,No,Cafe,Cafe,Luxury
Tea Journey,Indiranagar,3.8,71,,No,No,Cafe,Cafe,Medium
Kitchen of Joy,Indiranagar,4.2,581,400.0,Yes,No,Quick Bites,Fast Food,Medium
Big Mummy,Indiranagar,4.0,223,400.0,Yes,No,Quick Bites,Fast Food,Medium
Cafe Srinidhi,Indiranagar,3.1,91,200.0,No,No,Quick Bites,South Indian,Budget
Paratha Plaza,Indiranagar,3.6,156,300.0,Yes,No,Quick Bites,North Indian,Budget
Chungs Pavilion,Indiranagar,3.9,249,700.0,Yes,No,Casual Dining,Chinese,Luxury
Bhagini Icon Boutique Hotel,Indiranagar,3.1,6,600.0,Yes,No,Casual Dining,South Indian,High-End
Sri Krishna Sagar,Domlur,3.7,66,150.0,No,No,Quick Bites,South Indian,Budget
Santrupthi Khanavalli,CV Raman Nagar,3.4,4,200.0,No,No,Quick Bites,South Indian,Budget
Shake It Off,Indiranagar,4.2,165,600.0,Yes,No,Quick Bites,Beverages,High-End
Kasol Cafe,Indiranagar,3.8,21,400.0,No,No,Quick Bites,Bengali,Medium
Lakeview Milkbar,Indiranagar,2.9,544,600.0,No,No,"Dessert Parlor, Cafe",Fast Food,High-End
Cafe Ritzz,Indiranagar,3.6,40,700.0,No,Yes,Casual Dining,North Indian,Luxury
Eat Well,Indiranagar,3.5,33,400.0,Yes,No,Quick Bites,North Indian,Medium
Kylie's,Indiranagar,4.2,263,,No,No,Quick Bites,Asian,Medium
Cheesy Juicy Burgers,Indiranagar,3.8,85,300.0,Yes,No,Quick Bites,Fast Food,Budget
Chung Wah Express,Indiranagar,2.8,97,600.0,Yes,No,Casual Dining,Chinese,High-End
California Burrito,Domlur,4.1,343,400.0,No,No,"Food Court, Quick Bites",Mexican,Medium
Happenwell Cafe Lounge,Indiranagar,3.7,24,300.0,No,No,Quick Bites,North Indian,Budget
Flavors of India,Domlur,3.5,6,600.0,No,No,Casual Dining,North Indian,High-End
Pappu Chaiwalla,East Bangalore,,0,300.0,No,No,Food Truck,Fast Food,Budget
Anju's Cafe,Indiranagar,3.4,6,400.0,No,No,Quick Bites,Fast Food,Medium
Hatti Kaapi,Indiranagar,,0,200.0,Yes,No,Quick Bites,South Indian,Budget
Cup Shup,Indiranagar,2.8,185,500.0,No,No,Cafe,Cafe,High-End
Bites 2 Binge,Indiranagar,3.7,19,750.0,Yes,No,Casual Dining,North Indian,Luxury
Big Chick Fried Chicken,Kaggadasapura,3.5,11,400.0,Yes,No,Quick Bites,Fast Food,Medium
Pathaan Sir,Indiranagar,3.3,55,250.0,Yes,No,Quick Bites,Fast Food,Budget
Masala Dani - The Paul,Domlur,3.7,56,1800.0,No,No,Casual Dining,Mughlai,Luxury
Quench Bar,Domlur,4.0,108,1300.0,No,No,Bar,Seafood,Luxury
Lakshmi Bhog Sweets and Snacks,CV Raman Nagar,3.4,6,250.0,Yes,No,Quick Bites,Chinese,Budget
Sethji Home Made Food,Indiranagar,3.5,229,350.0,Yes,No,Quick Bites,North Indian,Medium
Wow Vada Pav,Indiranagar,3.6,27,250.0,Yes,No,Quick Bites,Street Food,Budget
The French Loaf,Indiranagar,3.5,137,400.0,Yes,No,"Bakery, Quick Bites",Bakery,Medium
Andhra Mess,Domlur,3.2,129,400.0,Yes,No,Mess,Andhra,Medium
Tayabbs,Indiranagar,4.0,739,500.0,Yes,No,Quick Bites,Rolls,High-End
Achayyan's,Indiranagar,3.8,410,350.0,Yes,No,Quick Bites,Kerala,Medium
Banana Leaf,Domlur,3.5,12,500.0,No,No,Casual Dining,Andhra,High-End
Drunken Monkey,CV Raman Nagar,3.1,14,500.0,Yes,No,"Beverage Shop, Quick Bites",Beverages,High-End
Hotel Hyperdine,Indiranagar,2.5,66,350.0,Yes,No,Quick Bites,North Indian,Medium
Raenss Cafe,Indiranagar,2.4,128,600.0,Yes,No,Cafe,Cafe,High-End
Chinese Fire Dragon,Domlur,3.4,25,550.0,No,No,Casual Dining,Chinese,High-End
Punjab Bistro,CV Raman Nagar,3.7,16,300.0,Yes,No,Food Court,North Indian,Budget
Walnut Kitchen,Domlur,3.0,10,500.0,No,No,Quick Bites,North Indian,High-End
The Cool Zone,Domlur,,0,100.0,No,No,Beverage Shop,Beverages,Budget
All Seasons Restaurants,Indiranagar,,0,,No,No,Casual Dining,North Indian,Medium
Swagath Authentic Nati Style,Indiranagar,,0,350.0,Yes,No,Quick Bites,Biryani,Medium
Momo Rice Noodles,Domlur,3.2,87,600.0,Yes,No,Quick Bites,Chinese,High-End
Rajan's Cafe,Domlur,2.8,79,300.0,No,No,Quick Bites,North Indian,Budget
Subway,Indiranagar,2.4,261,500.0,Yes,No,Quick Bites,Healthy Food,High-End
Sbarro,Domlur,3.4,16,500.0,No,No,Quick Bites,Pizza,High-End
New Shanthi Sagar,Domlur,2.8,119,450.0,No,No,Casual Dining,North Indian,High-End
Origin Espresso Bar,Domlur,,0,,No,No,Cafe,Cafe,Medium
One Night In Bangkok,Indiranagar,,0,1400.0,No,No,Casual Dining,Asian,Luxury
Cross Roads Cafe,Indiranagar,3.0,59,500.0,No,No,Cafe,Cafe,High-End
Sree Vinayaka Puttukada,Indiranagar,,0,250.0,No,No,Quick Bites,Kerala,Budget
Chai & Kadi,Indiranagar,3.8,33,200.0,No,No,Quick Bites,South Indian,Budget
Amexicano,East Bangalore,3.8,31,400.0,No,No,Food Truck,American,Medium
Allahabadi Tadaka,Domlur,2.9,47,250.0,No,No,Casual Dining,North Indian,Budget
Avanti Indian Barbeque & Grill,Domlur,3.4,46,1100.0,No,No,Casual Dining,North Indian,Luxury
Melting Spot,Indiranagar,4.0,134,600.0,No,No,"Cafe, Dessert Parlor",Cafe,High-End
Lazer Castle,Indiranagar,3.0,28,300.0,No,No,Quick Bites,Fast Food,Budget
re:cess - Hilton Bangalore Embassy GolfLinks,Domlur,4.1,146,1200.0,No,Yes,"Casual Dining, Bar",South Indian,Luxury
SLV Andhra Mess,Domlur,3.5,6,200.0,Yes,No,Quick Bites,Chinese,Budget
Taste Of Nawaab's,Domlur,3.6,22,600.0,No,No,Casual Dining,North Indian,High-End
Cafe Velvette,Domlur,3.5,11,400.0,No,No,"Cafe, Dessert Parlor",Cafe,Medium
Barista,CV Raman Nagar,3.5,12,300.0,No,No,Cafe,Cafe,Budget
7 Hills Andhra Mess,CV Raman Nagar,3.4,8,300.0,No,No,Mess,Andhra,Budget
Hot Spot Cafe,Domlur,2.9,17,150.0,No,No,Cafe,Cafe,Budget
Five Star Chicken,Domlur,,0,200.0,Yes,No,Quick Bites,Fast Food,Budget
Dal Chawal Roti,Indiranagar,3.3,10,,No,No,Quick Bites,North Indian,Medium
Saka Eatery Outlet,Indiranagar,3.7,42,150.0,Yes,No,Quick Bites,Street Food,Budget
Indian Masala House,CV Raman Nagar,,0,250.0,No,No,Food Court,South Indian,Budget
Biryani Point,Domlur,,0,300.0,No,No,Quick Bites,Biryani,Budget
Malabar Cafe,Indiranagar,,0,350.0,No,No,Quick Bites,Kerala,Medium
Kolkata Rolls & Hot Dum Biriyani On Dial,Indiranagar,3.5,22,200.0,Yes,No,Quick Bites,Fast Food,Budget
Breadworks,Indiranagar,2.9,48,500.0,Yes,No,"Bakery, Cafe",Bakery,High-End
Waah Chef,CV Raman Nagar,3.3,4,300.0,No,No,Food Court,Hyderabadi,Budget
Dine @ 9 Paratha Corner,Indiranagar,3.6,33,300.0,No,No,Quick Bites,North Indian,Budget
Suvaai Restaurant,Indiranagar,3.3,11,100.0,Yes,No,Quick Bites,South Indian,Budget
Sai Donne Biryani,Indiranagar,3.3,9,300.0,Yes,No,Quick Bites,North Indian,Budget
Paisa Vasool,Domlur,3.3,8,400.0,Yes,No,Quick Bites,North Indian,Medium
New Udupi Fresh Juice Centre,CV Raman Nagar,3.4,9,200.0,No,No,Quick Bites,Juices,Budget
Neer Dose Fish Land,Domlur,3.5,8,250.0,No,No,Quick Bites,South Indian,Budget
C-harge by Chefkraft,Indiranagar,3.4,7,600.0,No,No,Cafe,Cafe,High-End
H3O,Indiranagar,3.1,11,1000.0,No,No,Bar,North Indian,Luxury
Bery's Cafe,Indiranagar,,0,150.0,No,No,Beverage Shop,Juices,Budget
Bismillah Ambur Biryani,Indiranagar,,0,200.0,No,No,Quick Bites,Biryani,Budget
Get Ur Fix,CV Raman Nagar,,0,300.0,No,No,Food Court,Fast Food,Budget
Desi Bites,CV Raman Nagar,,0,400.0,No,No,Quick Bites,North Indian,Medium
Rufi's Kati Roll,Domlur,,0,,No,No,Food Court,Rolls,Medium
Santruptii Sagar,CV Raman Nagar,,0,200.0,No,No,Quick Bites,South Indian,Budget
New Ambur Hot Dum Biryani,Indiranagar,,0,200.0,No,No,Quick Bites,Biryani,Budget
Nimma Mane,Domlur,,0,100.0,No,No,Quick Bites,South Indian,Budget
Yum Tum,Domlur,3.4,7,250.0,No,No,Quick Bites,Salad,Budget
Ice Cubes,Indiranagar,3.0,16,,No,No,Quick Bites,Fast Food,Medium
Unique Brew Cafe Resto,Indiranagar,,0,200.0,No,No,Quick Bites,Fast Food,Budget
Lazzat Biriyani,Domlur,,0,200.0,No,No,Quick Bites,Biryani,Budget
Indian Spicy Food,Old Madras Road,3.2,4,200.0,No,No,Quick Bites,North Indian,Budget
Juice Planet Food Corner,Domlur,,0,150.0,No,No,Quick Bites,Biryani,Budget
New Khaayaal's Restaurant,CV Raman Nagar,3.0,106,500.0,No,No,Quick Bites,North Indian,High-End
Sizzling Tandoor,Domlur,3.1,5,500.0,No,No,Food Court,Lebanese,High-End
King Burger Cafeteria,Indiranagar,3.1,11,250.0,No,No,Quick Bites,Fast Food,Budget
Sri Lakshmi Darshini Canteen,Indiranagar,,0,250.0,No,No,Quick Bites,South Indian,Budget
Tasty Momos,Indiranagar,,0,200.0,No,No,Quick Bites,Chinese,Budget
Brindhavanam Refreshment,Indiranagar,,0,400.0,No,No,Quick Bites,Mughlai,Medium
Sri Sai Ganesh Andhra Mess,Indiranagar,,0,300.0,No,No,Quick Bites,Andhra,Budget
Best Biryani,Indiranagar,,0,300.0,No,No,Quick Bites,Biryani,Budget
Mini Wok,Thippasandra,3.4,7,400.0,No,No,Quick Bites,Chinese,Medium
Kolkata Famous Kati Roll,Domlur,,0,150.0,No,No,Quick Bites,Rolls,Budget
Bismilla Vaniyambadi Biriyani,Domlur,,0,200.0,No,No,Quick Bites,Biryani,Budget
FNC Seafood,Domlur,3.2,5,,No,No,Quick Bites,Seafood,Medium
Chowpatty,Indiranagar,3.9,929,300.0,Yes,No,Quick Bites,North Indian,Budget
Punjabi's Food Corner,CV Raman Nagar,3.5,89,250.0,Yes,No,Quick Bites,North Indian,Budget
Hotel Devanand Kerala Restaurant,CV Raman Nagar,3.4,94,300.0,Yes,No,Quick Bites,Kerala,Budget
Eggzotic,Domlur,3.9,391,500.0,No,No,Quick Bites,North Indian,High-End
Domlur Cafe,Domlur,,0,200.0,No,No,Quick Bites,South Indian,Budget
Chai Masthi,Domlur,3.5,10,200.0,Yes,No,Quick Bites,Fast Food,Budget
Punjabi Dhaba,Indiranagar,2.8,53,300.0,Yes,No,Quick Bites,North Indian,Budget
Venus Biryani,Domlur,3.1,149,200.0,Yes,No,Quick Bites,Biryani,Budget
Kerala Mess,Indiranagar,3.6,36,300.0,No,No,Quick Bites,Kerala,Budget
Bharanis,Domlur,3.6,18,600.0,No,No,Casual Dining,Andhra,High-End
Pizza Stop,Domlur,3.2,166,600.0,Yes,No,Quick Bites,Pizza,High-End
Bat Chef,Indiranagar,2.6,27,500.0,Yes,No,Quick Bites,Fast Food,High-End
Shiv Sagar,Domlur,,0,250.0,No,No,Quick Bites,South Indian,Budget
Sunny's,Indiranagar,,0,2100.0,No,No,Casual Dining,European,Luxury
Watson's,Indiranagar,,0,1300.0,Yes,No,Pub,Finger Food,Luxury
1131 Bar + Kitchen,Indiranagar,4.4,2861,1500.0,No,Yes,"Bar, Casual Dining",Continental,Luxury
Big Pitcher,Old Airport Road,4.6,9300,1800.0,No,Yes,"Pub, Microbrewery",American,Luxury
Boozers Bar & Kitchen,Indiranagar,4.3,700,,No,No,"Bar, Casual Dining",Continental,Medium
CloudNYN - Sterling Mac Hotel,Old Airport Road,4.0,417,1000.0,No,No,Bar,Finger Food,Luxury
Jeff's - Royal Orchid Hotel,Old Airport Road,3.9,80,1800.0,No,No,Bar,Chinese,Luxury
XU,Old Airport Road,3.9,433,2400.0,No,Yes,"Club, Casual Dining",European,Luxury
Library Bar - The Leela Palace,Old Airport Road,3.9,109,3000.0,No,No,Lounge,Finger Food,Luxury
WAT Bar - Sterlings MAC Hotel,Old Airport Road,3.8,47,1800.0,No,No,Lounge,Continental,Luxury
Night Booze,Thippasandra,3.2,8,600.0,No,No,"Casual Dining, Bar",North Indian,High-End
Vapour Pub & Brewery,Indiranagar,4.2,6998,1400.0,No,Yes,"Microbrewery, Pub",North Indian,Luxury
Nevermind - Bar & Social,Indiranagar,4.4,221,2000.0,No,Yes,"Bar, Casual Dining",Continental,Luxury
LOFT38,Indiranagar,4.3,3659,1900.0,No,Yes,"Lounge, Casual Dining",Italian,Luxury
The Black Rabbit,Indiranagar,4.3,4239,1500.0,No,Yes,"Bar, Casual Dining",Continental,Luxury
Tipsy Bull - The Bar Exchange,Indiranagar,4.6,3173,1400.0,No,Yes,"Bar, Casual Dining",Chinese,Luxury
BTDT? Been There Done That,Indiranagar,4.3,962,1300.0,No,Yes,"Bar, Casual Dining",European,Luxury
Tipsy Bull - The Bar Exchange,Indiranagar,4.6,3173,1400.0,No,Yes,"Bar, Casual Dining",Chinese,Luxury
BTDT? Been There Done That,Indiranagar,4.3,962,1300.0,No,Yes,"Bar, Casual Dining",European,Luxury
Tippler,Indiranagar,4.2,2946,1300.0,No,Yes,Pub,Russian,Luxury
Monkey Bar,Indiranagar,4.3,3890,1400.0,Yes,No,Pub,American,Luxury
Ciclo Cafe,Indiranagar,4.3,1332,1000.0,Yes,No,"Cafe, Casual Dining",Cafe,Luxury
Lono,Indiranagar,4.2,242,1500.0,No,Yes,"Lounge, Casual Dining",Continental,Luxury
The Humming Tree,Indiranagar,4.0,2432,2000.0,No,No,Lounge,Fast Food,Luxury
Murphy's Brewhouse - The Paul Bangalore,Domlur,4.3,2039,1700.0,No,Yes,"Pub, Microbrewery",Continental,Luxury
Loveshack,Domlur,4.0,1808,1600.0,No,Yes,"Lounge, Cafe",Continental,Luxury
Plan B,Indiranagar,4.1,1699,1100.0,No,No,"Casual Dining, Pub",Continental,Luxury
Jonah's,Indiranagar,4.1,1857,1100.0,Yes,Yes,"Casual Dining, Bar",Italian,Luxury
Hangover,Indiranagar,4.0,1431,1500.0,Yes,Yes,"Bar, Casual Dining",Thai,Luxury
Sherlock's Pub,Indiranagar,4.0,739,1500.0,No,Yes,"Pub, Casual Dining",Continental,Luxury
Jimi's Beer Cafe,Indiranagar,3.9,822,1800.0,No,Yes,Bar,American,Luxury
Xtreme Sports Bar,Indiranagar,3.7,1118,1500.0,No,Yes,Lounge,Continental,Luxury
Pecos Stones,Indiranagar,4.2,1096,1100.0,No,Yes,"Pub, Casual Dining",Finger Food,Luxury
Bottle & Glass,Indiranagar,4.0,988,1400.0,No,Yes,"Bar, Casual Dining",Continental,Luxury
Bootlegger,Indiranagar,4.1,604,1800.0,No,Yes,Lounge,Continental,Luxury
Blistering Barnacles,Indiranagar,3.9,1224,1200.0,No,Yes,Pub,Chinese,Luxury
Regulars Pub & Grub,Indiranagar,3.9,271,1300.0,No,Yes,"Pub, Casual Dining",Continental,Luxury
Bflat Bar,Indiranagar,3.9,856,1600.0,No,Yes,Lounge,North Indian,Luxury
Head O State,Indiranagar,3.8,200,1000.0,No,Yes,"Casual Dining, Bar",Continental,Luxury
Knight Riders,Domlur,2.4,25,1000.0,No,No,Bar,Chinese,Luxury
Quench Bar,Domlur,4.0,108,1300.0,No,No,Bar,Seafood,Luxury
H3O,Indiranagar,3.1,11,1000.0,No,No,Bar,North Indian,Luxury
Inntense Restobar,Indiranagar,,0,1600.0,No,Yes,"Bar, Casual Dining",Finger Food,Luxury
Watson's,Indiranagar,,0,1300.0,Yes,No,Pub,Finger Food,Luxury
Boozers Bar & Kitchen,Indiranagar,4.3,700,,No,No,"Bar, Casual Dining",Continental,Medium
